Sales_Order,STP_Ratio,STP_diff_Ratio,Reseller
135,1,0,1
68,1,0,1
7,0.5,0,1
3,1,0,1
2,1,0,1
5,0.0655737704918033,0,NA
1,0.0909090909090909,0,0
3,1,0,NA
18,1,0,0
7,0.252072968490879,0,0
58,1,0,0
83,1,0,0
9,1,0,0
3,1,0,0
1,1,0,0
19,1,0,0
5,0.0731707317073171,0,0
8,1,0,0
2,0.0952380952380952,0,0
242,0.314285714285714,0,0
29,1,0,0
7,1,0,0
3,0.0126582278481013,0,0
9,0,0,NA
3,1,0,NA
641,0.134453781512605,0,NA
1,1,0,0
5,0.0655737704918033,0,0
1,0.07,0,0
12,0,0,NA
1,0.206896551724138,0,0
7,0.0588235294117647,0,0
1,1,0,0
27,0.956521739130435,0.0272727272727273,NA
11,0,0,NA
1,1,0,0
7,0.2,0,0
4,0.0465116279069767,0,0
3,1,0,0
115,1,0,NA
121,0.119565217391304,0,0
2,0.365384615384615,0,0
1,1,0,NA
28,0.0740740740740741,0,NA
575,0,0,0
5,0.5,0,0
228,1,0,0
1,1,0,0
4,0,0,NA
16,1,0,0
75,0.0714285714285714,0,NA
1,0,0,0
121,1,0,0
36,0.5,0,0
14,1,0,0
4,1,0,0
55,0,0,0
5,1,0,0
62,0.5,0,0
1,0,0,0
21,1,0,NA
9,0.0714285714285714,2,0
7,0.336842105263158,0,0
8,0,0,0
4,0.333333333333333,0,0
15,0.0277777777777778,0,0
3,1,0,0
10,1,0,0
23,0.00465116279069767,1,0
11,0,0,0
1,0,0,0
1,1,0,0
71,0,0,0
38,0.0714285714285714,0,0
1,0.105263157894737,0,0
15,0.0839160839160839,0,0
2,0.0571428571428571,0,0
18,1,0,0
135,1,0,NA
10,1,0,0
3,1,0,0
29,0,0,0
28,0.75,0,0
1,0,0,0
678,1,0,NA
2,1,0,0
89,0.857142857142857,0,0
6,0,0,0
2,0,0,0
1,1,0,0
16,0.0204081632653061,0,0
2,0.0540540540540541,0,0
16,0.4,0,0
19,1,0,NA
5,0.133333333333333,0,0
25,0.131821403260099,0.00537634408602151,0
12,0.0757575757575758,0,0
40,0.989583333333333,0,NA
6,0,0,0
4,0.123595505617978,0,NA
6,0,0,0
45,0.0810810810810811,0,NA
58,0,0,1
44,0.18,0,1
30,0,0,NA
7,0,0,1
895,0.0758620689655172,0,1
387,0.125,0,NA
1,0.25,0,1
18,0,0,1
11,0.0483870967741935,0,1
1,0.28,0,1
100,1,0,NA
19,1,0,1
512,1,0,1
37,0,0,NA
2,1,0,1
2,1,0,0
5,0.143236074270557,0,0
3,0,0,0
59,0.166666666666667,0,NA
25,1,0,0
42,0.0714285714285714,0,0
3,0,0,0
13,0.1,0,0
14,0.166666666666667,0,0
15,1,0,0
17,1,0,0
232,0.258823529411765,0,0
75,0.0714285714285714,0,0
25,0.888888888888889,0,0
19,0.0816326530612245,0,0
47,0,0,NA
59,0,0,0
7,0.252072968490879,0,0
2,1,0,0
26,0.4,0,0
290,0.571428571428571,0,NA
12,1,0,0
2,1,0,0
2,1,0,NA
3,0.0609756097560976,0,0
11,1,0,0
79,0,0,0
5,1,0,NA
2,0.233613445378151,0.00359712230215827,0
2,0.27906976744186,0,0
1,1,0,0
11,0.0483870967741935,0,0
1,1,0,0
813,0.0909090909090909,0,NA
76,0.333333333333333,0,0
106,0.2,0,0
108,1,0.25,NA
2,1,0,0
9,0.153846153846154,0,0
46,1,0,0
3,0.0104166666666667,0,0
8,0.236574746008708,0,0
6,0.272727272727273,0,0
112,0.107142857142857,0,0
31,1,0,0
1,0.166666666666667,0,0
2,1,0,0
185,0.909090909090909,0,0
14,1,0,NA
165,0.1,0,0
72,1,0,0
1,0.0925925925925926,0,0
162,1,0,0
119,1,0,0
24,1,0,NA
351,2,0.5,0
14,0.4,0,0
11,0,0,0
13,0,0,0
15,0,0,0
9,0.375,0,0
9,1,0,0
8,1,0,0
13,0.0865384615384615,0,0
106,0.2,0,0
32,0.230547550432277,0,0
15,1,0,0
1,1,0,0
15,1,0,0
4,1,0,0
57,1,0,0
213,0.96969696969697,0,0
80,1,0,0
6,0,0,NA
169,1,0,0
25,0.888888888888889,0,0
113,0.0487804878048781,0,0
37,0.333333333333333,0,0
1,0.523809523809524,0,0
21,0,0,NA
267,0,0,0
13,1,0,0
1,0.0330578512396694,0,NA
5,1,0,NA
72,1,0,0
5,0,0,0
80,1,0,NA
2,0.833333333333333,0,0
25,1,0,NA
813,0.0909090909090909,0,0
1,1,0,NA
49,0,0,0
1,0,0,0
44,1,0,0
43,0.0288065843621399,0,0
50,1,0,0
1,1,0.2,0
13,0.238095238095238,0,0
4,0.0297619047619048,0,NA
11,0.0483870967741935,0,NA
205,1,0,0
6,0.115384615384615,0,0
18,0,0,0
1,1,0,0
3,0.228571428571429,0,0
20,0.0952380952380952,0,0
40,0,0,0
72,1,0,0
2,0,0,0
1,1,0,NA
1,1,0,NA
48,1,0,0
1,0.857142857142857,0,0
6,0.0714285714285714,0,NA
4,0,0,0
29,0.0202702702702703,0,NA
10,1,0,0
16,1,0,0
74,1,0,0
8,0.0454545454545455,0,0
212,0.173228346456693,0,0
9,0,0,NA
1,0,0,0
112,0.194444444444444,0,NA
21,1,0,0
24,0.078125,0,NA
8,0,0,0
27,1,0,0
2,0,0,NA
2,1,0,NA
4,1,0,NA
15,1,0,0
63,0.181818181818182,0,0
16,0,0,0
57,0.113475177304965,0.0625,0
121,1,0,0
2,0.181818181818182,0,0
23,0.00606060606060606,0,0
6,0.0614617940199336,0,NA
10,0.0280373831775701,0,0
152,1,0,0
13,1,0,0
1,1,0,0
79,0,0,0
6,0.0952380952380952,0,0
11,0,0,0
1,0,0,0
26,0.4,0,0
1,0,0,0
27,1,0.111111111111111,0
13,1,0,NA
79,0,0,NA
1,1,0,0
1,0.111111111111111,0,0
10,0,0,0
12,0.0517241379310345,0,NA
37,1,0,0
57,1,0,0
1,2,0,0
11,0.008,0,0
17,0.857142857142857,0,0
6,1,0,NA
9,0.104651162790698,0,0
129,0.4,0,0
19,0.284313725490196,0.0689655172413793,0
564,0,0,0
12,0,0,0
4,1,0,NA
142,0,0,0
14,0.5,0,0
10,0,0,0
13,0.0704225352112676,0,0
121,1,0,0
7,0.333333333333333,0,0
70,0,0,NA
26,1,0,0
1,1,0,0
292,0,0,NA
14,0.0150753768844221,0,0
16,0,0,NA
5,1,0,NA
44,0.625,0,0
8,1,0,0
92,0,0,NA
2,1,0,NA
1,1,0,0
1,0.138709677419355,0,0
12,1,0,0
23,0.1,0,0
5,0,0,NA
8,0,0,0
45,0.100917431192661,0,0
4,0.2,0,0
1,1,0,0
19,0.0428571428571429,0.166666666666667,0
5,0.166666666666667,0,0
15,1,0,0
1,0.0181818181818182,0,NA
6,1,0,0
8,1,0,NA
8,0.0454545454545455,0,0
9,1,0,NA
2,0.0540540540540541,0,0
2,1,0,0
1,1,0,0
83,1,0,0
21,0,0,0
9,1,0,0
1,0.7,0,0
3,0.08,0,0
17,1,0,0
30,0,0,NA
8,1,0,0
22,0.0743801652892562,0,0
14,0.671641791044776,0,0
62,0.5,0,0
371,1,0,0
3,1,0,NA
5,0.5,0,0
9,0.0396039603960396,0,0
29,1,0,0
19,1,0,0
103,0,0,NA
1,0,0,0
58,0.227272727272727,0,0
71,1,0,0
41,1,0,0
126,1,0,0
10,0.878296146044625,0,NA
3,1,0,NA
45,0.117073170731707,0.0416666666666667,0
13,0.5,0,0
28,0.25,0,NA
8,0.333333333333333,0,0
9,0,0,0
244,0,0,0
15,0.5,0,0
4,1,0,NA
1,0.0363636363636364,0,0
6,0,0,0
1,0.857142857142857,0,0
34,0.0526315789473684,0,0
11,1,0,0
8,0.125,0,0
6,1,0,0
1,0.027027027027027,0,0
3,1,0,0
2,1,0,NA
6,1,0,0
1,0.0363636363636364,0,0
64,1,0,0
515,0.333333333333333,0,0
7,0.1280353200883,0.0172413793103448,0
2,1,0,0
35,0.03470715835141,0,NA
21,0.0526315789473684,0,0
1,1,0,0
15,0.622119815668203,0,0
7,1,0,0
70,1,0,0
244,0,0,0
91,1,0,0
37,1,0,0
1,0.142857142857143,0,0
6,1,0,0
16,1,0,0
9,0.19047619047619,0,NA
69,0,0,0
12,0.194444444444444,0,0
1,0,0,0
5,1,0,0
512,1,0,0
2,0,0,0
10,0.0441176470588235,0,0
2,0,0,0
30,0.203571428571429,0,NA
41,0.0967741935483871,0,0
20,1,0,0
1,1,0,0
267,1,0,0
5,0,0,NA
67,1,0,0
4,0.0175054704595186,0,0
359,0.285714285714286,0,0
188,0.2,0,0
37,1,0,0
135,0.766666666666667,0,0
5,0.218181818181818,0,NA
43,1,0,0
2,1,0,0
382,1,0,0
32,0.5,0,0
29,1,0,0
302,0.138528138528139,0,0
2,1,0,0
4,0.625,0,0
1,1,0,0
18,0,0,0
593,0,0,0
10,0,0,0
17,1,0,0
20,1,0,0
24,0.785714285714286,0,0
3,1,0,0
18,0.0483870967741935,0,0
1,0,0,NA
65,0.0909090909090909,0,0
19,0.148648648648649,0,NA
119,1,0,0
52,0.666666666666667,0,0
7,0.333333333333333,0,1
65,1,0,NA
79,0.647058823529412,0,1
6,0.5,0,1
4,1,0,1
40,0,0,1
37,0.0178571428571429,0,1
30,3.03571428571429,0,1
73,1,0,1
101,1,0,1
3,1,0,1
185,0.909090909090909,0,1
164,0.0826446280991736,0,1
3,1,0,1
178,1,0,1
1,0.5,0,1
9,0,0,NA
16,0.0204081632653061,0,1
12,0.277777777777778,0,0
686,0.191489361702128,0,0
5,0.037037037037037,0,0
302,0.138528138528139,0,0
7,1,0,0
28,0.25,0,0
17,0.0625,0,0
12,0.0517241379310345,0,0
89,0.333333333333333,0,0
90,1,0,NA
259,1,0,0
32,0.230547550432277,0,0
10,0.143790849673203,0,0
5,1,0,0
17,0.125,0,0
2,0,0,0
25,0.08,0,0
38,0.0490196078431373,0,NA
11,1,0,NA
1,1,0,0
14,1,0,NA
6,0.196969696969697,0,NA
103,1,0,NA
6,1,0,0
12,0.0579710144927536,0,0
359,0.285714285714286,0,0
7,0.037037037037037,0,NA
2908,1,0,0
3,0.324324324324324,0,0
94,0,0,NA
1,0,0,NA
58,0,0,0
189,1,0,NA
21,0.0933333333333333,0,NA
1,0,0,0
19,0.0272108843537415,0,0
620,0,0,0
6,0,0,0
3,0.222222222222222,0,0
1,1,0,0
2,0,0,0
25,0.140350877192982,0,NA
3,1,0,NA
1,0,0,0
10,1,0,0
3,0.0465116279069767,0,0
36,0.0540540540540541,0,0
9,1,0,0
86,0.0224719101123595,0,NA
13,0.04,0,0
1,0,0,0
2,0.1,0,0
2,1,0,0
4,0.333333333333333,0,0
2,0.197183098591549,0,0
61,0.05,0,0
3,0.0104166666666667,0,0
3,0.0158730158730159,0,0
2,1,0,0
6,0.571428571428571,0,0
8,0,0,0
53,1,0,0
75,0.818181818181818,0,NA
4,1,0,0
53,1,0,0
2,1,0,0
575,0,0,0
3,0.647058823529412,0,0
4,0.1,0,0
8,0.428571428571429,0,NA
21,1,0,0
1,0.108087091757387,0,0
28,0.476190476190476,0,NA
1,1,0,NA
5,1,0,0
5,0.5,0,0
5,0,0,0
106,0.2,0,0
2,0.1,0,0
1,0,0,0
139,1,0,0
38,1,0,0
3,1,0,0
5,0,0,0
71,1,0,0
7,0.111111111111111,0,0
593,0,0,0
208,0,0,0
3,1,0,0
31,0,0,0
1,2,0,0
8,0.973684210526316,0,NA
78,0.294117647058824,0,0
660,1,0,0
3,1,0,NA
4,0,0,NA
61,0.111111111111111,0,0
5,0.0512820512820513,0,0
39,0.102941176470588,0,NA
219,1,0,0
178,1,0,NA
32,0.0347222222222222,0,0
47,0,0,0
21,0.875,0,0
914,1,0,0
12,0.194444444444444,0,0
8,0.333333333333333,0,0
14,0.5,0,0
11,0,0,NA
33,0.25,0,NA
1,0.0882352941176471,0,0
57,1,0,0
14,1,0,0
8,1.375,0,NA
12,1,0,0
35,0.130434782608696,0,0
22,1,0,0
55,0,0,0
11,0,0,NA
11,1,0,0
19,0.107142857142857,0,0
11,0,0,NA
267,0,0,0
14,0.25,0,NA
448,1,0,0
64,1,0,0
3,0.012987012987013,0,NA
15,0.0593220338983051,0,0
68,1,0,0
108,0,0,0
2,0.333333333333333,0,0
8,1,0,0
54,0.024390243902439,0,0
8,0,0,0
172,1,0,NA
4,1,0,0
49,0.4,0,0
22,1,0,0
9,1,0,0
5,0,0,0
2,0,0,NA
84,0.0294117647058824,0,0
66,1,0,0
128,1,0,NA
20,1.5,0,0
21,1,0,0
4,1,0,NA
4,1,0,0
2,1,0,0
7,0.0987124463519313,0.0434782608695652,0
1,0.666666666666667,0,0
35,0,0,0
2,1.23255813953488,0,0
1,0,0,0
9,0,0,0
2,1,0,0
13,0.251798561151079,0,0
9,0.0294117647058824,0,0
85,0.396396396396396,0,0
2,0.171597633136095,0,0
177,1,0,0
82,1,0,0
394,0.761904761904762,0,0
11,0.777777777777778,0,NA
22,0.8,0,NA
20,0,0,0
108,0,0,0
18,1,0,0
6,0,0,0
18,1,0,NA
4,0,0,NA
2031,0.3,0,0
48,1,0.0357142857142857,0
37,1,0,0
14,0.5,0,0
1110,0,0,NA
635,1,0,0
70,1,0,0
9,0.0714285714285714,2,0
8,0,0,0
2,0,0,0
2,1,0,0
53,1,0,0
119,1,0,0
29,1,0,0
71,0,0,0
85,0.916666666666667,0,0
1,0.222222222222222,0,0
8,0.0158940397350993,0,NA
9,1,0,0
24,1,0,0
1,1,0,NA
678,1,0,0
217,0.0625,0,NA
28,0.5,0,0
6,0.571428571428571,0,0
23,0.25,0,0
6,0,0,0
16,1,0,0
280,1,0,0
5,0.8,0,0
5,0.143236074270557,0,NA
1,0.138709677419355,0,0
1,1,0,0
3,0.2,0,NA
4,1,0,0
4,0,0,NA
4,1,0,0
1,1,0,0
1,1,0,0
4,0,0,0
113,0.0487804878048781,0,0
46,1,0,0
1,0,0,0
1,0.0555555555555556,0,0
1,0.0597014925373134,0,0
359,0.285714285714286,0,0
77,0,0,0
707,0.181818181818182,0,0
259,1,0,0
4,1,0,0
4,0.878378378378378,0,0
85,0.916666666666667,0,0
60,0.25,0,0
6,1,0,0
5,0,0,NA
4,0.197183098591549,0,NA
8,1,0,0
1,0,0,0
21,0.0154639175257732,0,0
3,0.0158730158730159,0,0
67,1,0,0
7,0.125,0,0
16,0.792134831460674,0,0
232,0.258823529411765,0,NA
19,0.05,0,0
91,0,0,0
33,0.142857142857143,0,0
1,1,0,0
60,0.111111111111111,0,0
1,0.166666666666667,0,0
8,0.0454545454545455,0,0
35,0.130434782608696,0,0
601,0.571428571428571,0,0
80,0.625,0,0
4,0.0392156862745098,0,NA
4,1,0,0
9,0.0714285714285714,2,0
35,0,0,0
43,0.0289855072463768,0,NA
1,0.0333333333333333,0,0
218,1,0,0
28,0.0740740740740741,0,NA
9,1,0,0
1,1,0,0
1,0.5,0,0
18,0.0526315789473684,0,0
47,0,0,0
3,0.0104166666666667,0,0
2,1,0,NA
2,1,0,0
61,1,0,0
8,0.0769230769230769,0,0
13,0.0865384615384615,0,0
24,0,0,0
194,1,0,NA
4,0,0,0
214,0.568965517241379,0.151515151515152,0
3,1,0,0
13,0,0,0
8,1,0,0
13,1,0,0
8,0.125,0,0
82,1,0,NA
37,0.166666666666667,0,NA
211,0.0625,0,0
26,1,0,0
8,0.19047619047619,0,0
1,0.216216216216216,0,0
177,1,0,0
9,0.7,0,0
5,1,0,0
127,0,0,0
4,0,0,0
1,0,0,0
8,1,0,0
1507,0.15,0,0
3,0.276315789473684,0,0
184,0.0277777777777778,0,0
5,1,0,0
5,0.148936170212766,0,0
108,0.0625,0,NA
5,1,0,0
1,0.469135802469136,0,0
3,1,0,0
15,0.0966666666666667,0,0
31,0.142857142857143,0,0
83,1,0,0
6,0,0,NA
60,0.111111111111111,0,0
1,1,0,0
28,0.476190476190476,0,0
35,0,0,0
1,0.4,0,NA
1,0.0518867924528302,0.0909090909090909,NA
21,0.833333333333333,0,0
4,0,0,0
641,0.134453781512605,0,0
57,1,0,0
37,1,0,0
89,0.04,0,0
4,0.024,0,NA
9,1,0,0
10,0,0,NA
105,1,0,0
92,0,0,0
8,0,0,0
2,0.0606060606060606,0,NA
88,0.566666666666667,0,0
1,0.279569892473118,0,0
4,0.0465116279069767,0,0
1,1,0,0
3,1,0,0
35,0.03470715835141,0,0
59,0,0,0
5,1,0,NA
660,1,0,0
1,0,0,0
1,0.05,0,0
1,0.7,0,0
148,0,0,0
10,0,0,0
25,0.08,0,0
73,0.0352112676056338,0,0
241,0,0,0
7,1,0,0
21,0.0422535211267606,0,0
6,0,0,0
3,0,0,NA
813,0.0909090909090909,0,0
22,1,0,0
51,0.444444444444444,0,NA
40,0,0,NA
82,1,0,0
42,0.0714285714285714,0,0
4,1,0,NA
12,0.428571428571429,0.333333333333333,0
240,0.236363636363636,0,0
32,1,0,0
47,1,0,0
2,0,0,NA
5,1,0,0
31,1,0,NA
49,0.037037037037037,0,0
10,0,0,0
63,0.181818181818182,0,0
118,0,0,0
4,1,0,0
20,1,0,0
29,1,0,NA
17,0.125,0,0
1,0.5,0,NA
631,1,0,0
106,1,0,0
8,1,0,0
3,0.0465116279069767,0,0
9,0.0396039603960396,0,0
3,0.0126582278481013,0,0
22,1,0,0
4,0.421052631578947,0,0
1,0.121621621621622,0,0
2,0.171597633136095,0,0
16,1,0,0
3,0.556962025316456,0,0
8,0.0344827586206897,0,0
1,0.0909090909090909,0,NA
1,1,0,0
13,0.251798561151079,0,0
4,1,0,0
2,0.0606060606060606,0,0
15,0.5,0,0
336,0.2,0,0
5,1,0,0
5,0.5,0,0
8,0,0,0
122,0,0,NA
20,0.142857142857143,0,0
87,0.304761904761905,0,NA
7,0.2,0,0
29,1,0,0
15,0.5,0,0
502,1,0,0
753,0.166666666666667,0,0
252,0,0,NA
1,0.242424242424242,0,NA
67,1,0,0
15,1,0,0
2,1.66666666666667,0,0
6,1,0,NA
6,0.0136986301369863,0,0
33,1,0,NA
11,0,0,0
60,0.857142857142857,0,0
10,0.0377358490566038,0,NA
14,0.25,0,0
12,1,0,0
13,0.142857142857143,0,0
65,1,0,0
321,0.0862068965517241,0,0
351,1,0,0
33,0.25,0,0
24,0.928571428571429,0,0
122,0.954545454545455,0,0
163,0,0,0
4,0.0847457627118644,0,0
19,0.0816326530612245,0,0
60,0,0,NA
67,0.105263157894737,0,0
4,1,0,0
1,0.129496402877698,0,0
28,0.75,0,0
16,0.230769230769231,0,0
1,0.105590062111801,0,0
6,0.272727272727273,0,0
1,0,0,0
313,1,0,NA
1,1,0,0
